ID,car_name,Consumer reviews,review1,review2,review3,combined_reviews,sentiment_scores,compound,rating
96,ford Puma,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
97,ford Kuga,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
98,ford EcoSport,4.2,"If you read the various reviews you know this is one of the lowest rated mini Suv's on the market. The top complaints seemed to be about lack of power, poor gas mileage, and suggestion's the car might be better suited for in town driving only. My experience is these reports are totally unfounded. After my first 1,000 miles of driving I never sensed a lack of power in the car under?normal driving conditions. The engine and transmission are super smooth even at highway speeds of up to 75mph. No shaking. No vibration. No increase in engine noise. Steering has an excellent feel to it. Inside the cabin, I have read reviews comparing this car to a tall Fiesta. I owned a Fiesta and the Ecosport seems much more roomy inside with plenty of room for my knees on either side. Fuel economy averaged 32.5 in mostly in town driving. This was accomplished by keeping a light foot on the pedal. This car also has a gas saving engine turn off feature that works so seamlessly I hardly notice it is working. I have driven several cars where there was a shuddering once you start moving after a traffic light. This was not the case with the Ecosport. Storage area is another plus. It allows the rear passenger seats to fold completely flat. The one area I was sorely disappointed in was the performance of the premium 10 speaker B&O system. It sounded tinny, and congested and was vastly inferior to the standard system on my Hyundai Elantra. Checking the replacement cost for the individual speakers, I found they averaged about $20 each. In other words, junk. So in order to remedy the poor sound I went to a local auto stereo store and was told that in order to upgrade the amplifier I needed a $500 device in addition to the replacement amp in order to translate the digital signals from the head unit to the new amplifier. This basically makes upgrading the amp non cost effective. The good news is the existing amp can be used to power premium replacement speakers. My choice was the Focal Expert Flax 2 way components for the front. This represented a significant upgrade to the sound of the system. The morale of the story is that if you are considering buying the Titanium for the premium system I would recommend you save your money and get the SE which will allow you to replace the amp and speakers without issue.",This is a great little version of an SUV it's a smaller version it's perfect for somebody who doesn't want the big gas guzzlersit's just perfect for young family or someone who just wants a small version of an SUV the only thing that I would see negative is it just needs a little more leg room in the back but who's driving it just for themselves it's perfectI love my Ford escape but I?wanted to downsize and this was the perfect version for downsizing to I'm very very happy with it,"Honestly National reviews and some user reviews are way off, read some international reviews I feel they are far more objective and not so biased. Bought SE with 1.0 and honestly it is an enjoyable easy to drive and live with little SUV. Love SYNC 3 and 8 inch touchscreen this interface is the best in the business far superior to Honda, sound system with 7 speakers sound fantastic easy to use system honestly. Love the ambient lighting and moon roof, the bliss system is useful, backup camera is very good as well. Very little body roll in turns, since it is based on Fiesta Chassis this car is fun to drive handling is good. The 1.0 contrary to the whiners is the same in performance to the Honda HRV. Passing power is more than adequate, it's no speed demon but this is not some drag racing car. MPG I get over 30 on highway easily. To placate the whiners Ford should have included the higher tuned version which outputs 140 hp but other reviews far exaggerate the lack of power and I have owned a SS Camaro and I can live fine with this daily commuter. ","If you read the various reviews you know this is one of the lowest rated mini Suv's on the market. The top complaints seemed to be about lack of power, poor gas mileage, and suggestion's the car might be better suited for in town driving only. My experience is these reports are totally unfounded. After my first 1,000 miles of driving I never sensed a lack of power in the car under?normal driving conditions. The engine and transmission are super smooth even at highway speeds of up to 75mph. No shaking. No vibration. No increase in engine noise. Steering has an excellent feel to it. Inside the cabin, I have read reviews comparing this car to a tall Fiesta. I owned a Fiesta and the Ecosport seems much more roomy inside with plenty of room for my knees on either side. Fuel economy averaged 32.5 in mostly in town driving. This was accomplished by keeping a light foot on the pedal. This car also has a gas saving engine turn off feature that works so seamlessly I hardly notice it is working. I have driven several cars where there was a shuddering once you start moving after a traffic light. This was not the case with the Ecosport. Storage area is another plus. It allows the rear passenger seats to fold completely flat. The one area I was sorely disappointed in was the performance of the premium 10 speaker B&O system. It sounded tinny, and congested and was vastly inferior to the standard system on my Hyundai Elantra. Checking the replacement cost for the individual speakers, I found they averaged about $20 each. In other words, junk. So in order to remedy the poor sound I went to a local auto stereo store and was told that in order to upgrade the amplifier I needed a $500 device in addition to the replacement amp in order to translate the digital signals from the head unit to the new amplifier. This basically makes upgrading the amp non cost effective. The good news is the existing amp can be used to power premium replacement speakers. My choice was the Focal Expert Flax 2 way components for the front. This represented a significant upgrade to the sound of the system. The morale of the story is that if you are considering buying the Titanium for the premium system I would recommend you save your money and get the SE which will allow you to replace the amp and speakers without issue. This is a great little version of an SUV it's a smaller version it's perfect for somebody who doesn't want the big gas guzzlersit's just perfect for young family or someone who just wants a small version of an SUV the only thing that I would see negative is it just needs a little more leg room in the back but who's driving it just for themselves it's perfectI love my Ford escape but I?wanted to downsize and this was the perfect version for downsizing to I'm very very happy with it Honestly National reviews and some user reviews are way off, read some international reviews I feel they are far more objective and not so biased. Bought SE with 1.0 and honestly it is an enjoyable easy to drive and live with little SUV. Love SYNC 3 and 8 inch touchscreen this interface is the best in the business far superior to Honda, sound system with 7 speakers sound fantastic easy to use system honestly. Love the ambient lighting and moon roof, the bliss system is useful, backup camera is very good as well. Very little body roll in turns, since it is based on Fiesta Chassis this car is fun to drive handling is good. The 1.0 contrary to the whiners is the same in performance to the Honda HRV. Passing power is more than adequate, it's no speed demon but this is not some drag racing car. MPG I get over 30 on highway easily. To placate the whiners Ford should have included the higher tuned version which outputs 140 hp but other reviews far exaggerate the lack of power and I have owned a SS Camaro and I can live fine with this daily commuter. ","{'neg': 0.036, 'neu': 0.783, 'pos': 0.181, 'compound': 0.999}",0.999,5
99,ford C-MAX,4.9,"First off there are no tax credits available, because it is not a plug in...check out the CMAX Energi....but the first tank of gas lasted to almost 600 miles and accumulated MPGs =41. It is far easier to park with the standard backup camera, and space inside is comfortable in both front & back seat. Cargo space is enough for my traveling gym equipment, musical instruments, & a few filled grocery bags & the retractable cover is handy to conceal contents. Handling the vehicle in driving indicates a quick response to sudden steering changes with stability of holding, reasonable acceleration for merging or lane change or sudden evasive moves to avoid another vehicle. I like the interior lighting around the key entrance, and the turn signal lights on the rearview mirrors gives extra visibility to traffic.","I was pleasantly surprised after driving this car how it impressed me. I read the so called critics reviews on how the Prius was the most popular hybrid, but I decided to review this C Max myself. I am slightly over 6 Ft and immediately noticed the huge headroom of the C max that dwarfs the other hybrids. The C max is quiet, smooth ride, comfortable, very roomy and incredible view including a much higher seating position. The REALLY exciting feature is the performance. As everyone knows, the Toyota Prius might get better mileage but at the cost of super slow acceleration. Trying to merge on a freeway with a Prius is downright dangerous! However, I took the C max out and trust me when I say this hybrid is night and day faster. It's actually 4 seconds faster from 0-60 than a Prius and actually faster than any other hybrids in its class. I was sold on the other features already ,but the car like handling and performance really sealed the deal. I just bought the Titanium model with the larger 17 inch wheels. If you are shopping for a Prius, please test the C max like I did. No Prius for this guy!","To give a little perspective, I'm 5'7"", 155 lbs. and coming from a 2010 Toyota Matrix. I've had Toyotas for years mainly because of their superb reliability. I've had 3 Fords in the past and swore I'd never get another one, again, mainly because of their reliability or, more precisely, their lack thereof. However, Toyota no longer makes a Matrix and its CH-R has horrible visibility and acceleration - two qualities very important to me. The Ford C-Max, by contrast, has both excellent visibility and very good acceleration - 8.1 seconds 0-60 mph according to Edmunds. I was leery about buying another Ford because of my concern with reliability, but given some of the other qualities I was looking for in a car I decided to take a chance on the C-Max. For example, it has very good gas mileage. I bought it on 8-17-17. Back then I was getting 52 mpg driving locally (far superior to the EPA estimate of 42) and 38 mpg on the highway. I live in MA and in the cold, e.g. 10-30 degrees F, the mpg has dipped considerably to about 35 locally and 33-36 on the highway depending on how fast you go. On a trip up the Maine turnpike at Christmas I got 34 mpg going 75 mph; on the way back and going 65 mph I got 37 mpg. Basically, when it was warm I was getting over 700 miles per tankful (13.5 gal. tank) with mostly local driving and now that winter has arrived I'm getting about 460 miles per tankful with mostly local driving. As you can see cold weather and high speeds really knock the mpg down. Another quality is its visibility in both front and back unlike several of the Japanese designed cars. As mentioned above, its acceleration is very good as well. With the Matrix I was fearful every time I had to merge onto a highway with oncoming traffic or get through an intersection with oncoming traffic. Those fears have been allayed with the C-Max. Also, the seats are very comfortable. It has adjustable lumbar support for the driver and the seats sit higher than my Matrix did for a better view of the road, but not as high as an SUV. It is by far the most quiet car I've ever owned and it feels very smooth. Steering is responsive. The brakes are fine. Headroom is terrific for anyone over 6 feet tall. In the snow it's fine. Granted, this car does not have awd, but for a fwd vehicle it's fine. I'm sure the weight of the car helps too. It's very heavy. One can feel it just in the weight of the doors. It weighs 3640 lbs versus 2830 for my Matrix. I'm approaching the 6000 mile mark and have had no problems thus far (knock on wood). Long term reliability remains to be seen, but so far so good. As far as negatives go, I wish the ground clearance was higher. I believe it's about 5.5 inches comparable to a VW Golf, Honda Civic, or Subaru Impreza which means I need to be very careful when going over speed bumps. I also wish it had a spare tire. The battery is located where the wheel well is located for most cars leaving no room for a spare. That means that whenever I travel up north, e.g. through the White and Green Mountains of New Hampshire and Vermont respectively, I have to pray I don't get a flat because the chances of driving into a dead cell are good, thereby making it impossible to call roadside assistance or AAA to get towed. If the lack of spare doesn't bother you, I highly recommend the car. As far as price goes, the sticker price on my SE model with the cold weather package was about 25.5K. I got it for 20K. And the Ford dealer gave me what I wanted for my Matrix in trade - Kelly Blue Book value for a car in very good condition. Why Ford doesn't advertise this car is beyond me. So far it's been a real pleasure to drive. (Update: 6/28/18) I'm currently at the 11,500 mile mark and I recently had a flat. I hit a curb and the rear passenger tire blew. Luckily I was in town and able to make it home to my driveway. It was on a Saturday at 5 p.m.; therefore, all the service stations were closed. I called the Ford roadside assistance number and set up an appointment to get towed to a Ford dealer (Acton Ford) two miles away on the following Monday. Thank God I wasn't in the boondocks somewhere. Because the belt was broken they had to replace the whole tire. So, feeling that I dodged a bullet, I asked the owner's son of Acton Ford if it was possible to get a full size spare. Doughnuts are only good for about 40-50 miles. He was able to find me an after market rim from tirerack.com and was able to mount a cheap Kelly tire onto the rim. It fits behind the rear seats. I went to Walmart and bought a folding lug wrench and a jack. There's a small compartment next to the battery where they fit perfectly. At least now I have peace of mind. I also renewed my membership with AAA. Ford roadside assistance provides towing for only up to 30 miles and when you call they want you to have a smart phone so they can send you a text to arrange service. At least with AAA you can talk with a live person.","First off there are no tax credits available, because it is not a plug in...check out the CMAX Energi....but the first tank of gas lasted to almost 600 miles and accumulated MPGs =41. It is far easier to park with the standard backup camera, and space inside is comfortable in both front & back seat. Cargo space is enough for my traveling gym equipment, musical instruments, & a few filled grocery bags & the retractable cover is handy to conceal contents. Handling the vehicle in driving indicates a quick response to sudden steering changes with stability of holding, reasonable acceleration for merging or lane change or sudden evasive moves to avoid another vehicle. I like the interior lighting around the key entrance, and the turn signal lights on the rearview mirrors gives extra visibility to traffic. I was pleasantly surprised after driving this car how it impressed me. I read the so called critics reviews on how the Prius was the most popular hybrid, but I decided to review this C Max myself. I am slightly over 6 Ft and immediately noticed the huge headroom of the C max that dwarfs the other hybrids. The C max is quiet, smooth ride, comfortable, very roomy and incredible view including a much higher seating position. The REALLY exciting feature is the performance. As everyone knows, the Toyota Prius might get better mileage but at the cost of super slow acceleration. Trying to merge on a freeway with a Prius is downright dangerous! However, I took the C max out and trust me when I say this hybrid is night and day faster. It's actually 4 seconds faster from 0-60 than a Prius and actually faster than any other hybrids in its class. I was sold on the other features already ,but the car like handling and performance really sealed the deal. I just bought the Titanium model with the larger 17 inch wheels. If you are shopping for a Prius, please test the C max like I did. No Prius for this guy! To give a little perspective, I'm 5'7"", 155 lbs. and coming from a 2010 Toyota Matrix. I've had Toyotas for years mainly because of their superb reliability. I've had 3 Fords in the past and swore I'd never get another one, again, mainly because of their reliability or, more precisely, their lack thereof. However, Toyota no longer makes a Matrix and its CH-R has horrible visibility and acceleration - two qualities very important to me. The Ford C-Max, by contrast, has both excellent visibility and very good acceleration - 8.1 seconds 0-60 mph according to Edmunds. I was leery about buying another Ford because of my concern with reliability, but given some of the other qualities I was looking for in a car I decided to take a chance on the C-Max. For example, it has very good gas mileage. I bought it on 8-17-17. Back then I was getting 52 mpg driving locally (far superior to the EPA estimate of 42) and 38 mpg on the highway. I live in MA and in the cold, e.g. 10-30 degrees F, the mpg has dipped considerably to about 35 locally and 33-36 on the highway depending on how fast you go. On a trip up the Maine turnpike at Christmas I got 34 mpg going 75 mph; on the way back and going 65 mph I got 37 mpg. Basically, when it was warm I was getting over 700 miles per tankful (13.5 gal. tank) with mostly local driving and now that winter has arrived I'm getting about 460 miles per tankful with mostly local driving. As you can see cold weather and high speeds really knock the mpg down. Another quality is its visibility in both front and back unlike several of the Japanese designed cars. As mentioned above, its acceleration is very good as well. With the Matrix I was fearful every time I had to merge onto a highway with oncoming traffic or get through an intersection with oncoming traffic. Those fears have been allayed with the C-Max. Also, the seats are very comfortable. It has adjustable lumbar support for the driver and the seats sit higher than my Matrix did for a better view of the road, but not as high as an SUV. It is by far the most quiet car I've ever owned and it feels very smooth. Steering is responsive. The brakes are fine. Headroom is terrific for anyone over 6 feet tall. In the snow it's fine. Granted, this car does not have awd, but for a fwd vehicle it's fine. I'm sure the weight of the car helps too. It's very heavy. One can feel it just in the weight of the doors. It weighs 3640 lbs versus 2830 for my Matrix. I'm approaching the 6000 mile mark and have had no problems thus far (knock on wood). Long term reliability remains to be seen, but so far so good. As far as negatives go, I wish the ground clearance was higher. I believe it's about 5.5 inches comparable to a VW Golf, Honda Civic, or Subaru Impreza which means I need to be very careful when going over speed bumps. I also wish it had a spare tire. The battery is located where the wheel well is located for most cars leaving no room for a spare. That means that whenever I travel up north, e.g. through the White and Green Mountains of New Hampshire and Vermont respectively, I have to pray I don't get a flat because the chances of driving into a dead cell are good, thereby making it impossible to call roadside assistance or AAA to get towed. If the lack of spare doesn't bother you, I highly recommend the car. As far as price goes, the sticker price on my SE model with the cold weather package was about 25.5K. I got it for 20K. And the Ford dealer gave me what I wanted for my Matrix in trade - Kelly Blue Book value for a car in very good condition. Why Ford doesn't advertise this car is beyond me. So far it's been a real pleasure to drive. (Update: 6/28/18) I'm currently at the 11,500 mile mark and I recently had a flat. I hit a curb and the rear passenger tire blew. Luckily I was in town and able to make it home to my driveway. It was on a Saturday at 5 p.m.; therefore, all the service stations were closed. I called the Ford roadside assistance number and set up an appointment to get towed to a Ford dealer (Acton Ford) two miles away on the following Monday. Thank God I wasn't in the boondocks somewhere. Because the belt was broken they had to replace the whole tire. So, feeling that I dodged a bullet, I asked the owner's son of Acton Ford if it was possible to get a full size spare. Doughnuts are only good for about 40-50 miles. He was able to find me an after market rim from tirerack.com and was able to mount a cheap Kelly tire onto the rim. It fits behind the rear seats. I went to Walmart and bought a folding lug wrench and a jack. There's a small compartment next to the battery where they fit perfectly. At least now I have peace of mind. I also renewed my membership with AAA. Ford roadside assistance provides towing for only up to 30 miles and when you call they want you to have a smart phone so they can send you a text to arrange service. At least with AAA you can talk with a live person.","{'neg': 0.033, 'neu': 0.822, 'pos': 0.145, 'compound': 0.9994}",0.9994,5
100,ford Mondeo,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
101,ford Ka+,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
102,ford Tourneo Custom,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
103,ford S-MAX,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
104,ford B-MAX,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
105,ford Edge,4.9,I have had this vehicle for less than a month. A better vehicle than my 2011 Edge. Interior is great with leather seats and a great radio. The acceleration is smooth and peppy. So far a SUV had met my expectations.,"Excellent car. This is my 4th Edge. I've owned 2008, 2013, 2018 model years. All have been excellent! They just keep getting better and better. Ford has this model nailed. Thank you!","now very happy to have the Edge Titanium back, great value, great bells and whistles","I have had this vehicle for less than a month. A better vehicle than my 2011 Edge. Interior is great with leather seats and a great radio. The acceleration is smooth and peppy. So far a SUV had met my expectations. Excellent car. This is my 4th Edge. I've owned 2008, 2013, 2018 model years. All have been excellent! They just keep getting better and better. Ford has this model nailed. Thank you! now very happy to have the Edge Titanium back, great value, great bells and whistles","{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.9918}",0.9918,5
106,ford Tourneo Connect,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
107,ford Grand C-MAX,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
108,ford KA,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
109,ford Galaxy,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
110,ford Mustang,4.6,"I shopped competitive convertibles: Jag FType, Audi S5, BMW M4. They are really nice cars with alot of character and potentially some challenging maintenance issues. The Mustang in my opinion is the best value by far. Gobs of power, great looks, excellent build quality and not overwhleming in the techy world of a BMW or a Audi. The Jag might have a better looking interior- but it also does not have a trunk, nor does the BMW. Key feature of the Mustang is the desing of the roof and the fact that I can fit 2 sets of golf bags in trunk with roof down. Not giant staff bags, but 2 sets of carry stand bags leaving the drivers in the bag! It is perfect.",Runs like a dream. New red color is gorgeous. Great gas mileage. ,Runs like a dream. New red color is gorgeous. Great gas mileage. ,"I shopped competitive convertibles: Jag FType, Audi S5, BMW M4. They are really nice cars with alot of character and potentially some challenging maintenance issues. The Mustang in my opinion is the best value by far. Gobs of power, great looks, excellent build quality and not overwhleming in the techy world of a BMW or a Audi. The Jag might have a better looking interior- but it also does not have a trunk, nor does the BMW. Key feature of the Mustang is the desing of the roof and the fact that I can fit 2 sets of golf bags in trunk with roof down. Not giant staff bags, but 2 sets of carry stand bags leaving the drivers in the bag! It is perfect. Runs like a dream. New red color is gorgeous. Great gas mileage.  Runs like a dream. New red color is gorgeous. Great gas mileage. ","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.9954}",0.9954,5
111,ford Grand Tourneo Connect,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
112,ford Fusion,4.5,"Before this car I had a 2012 fusion, and all anyone wanted to do is set stuff on the deck lid and place their biscuits on the hood while waiting for me. Thankyou Ford for making that slightly less achievable. I like the new fuel door, definitely a better design than the 2012 model that had a capless system, but the fuel door would never seal at all. The headlights look easier to replace or work on. The engine compartment looks like it has a fair amount of space to work in if you plan on keeping it long enough. It looks like the computer is in the engine bay which seems a bit cringe, but it looks far enough away from the engine that it couldn't hurt. The battery is partially under the rain gutter, but it looks easy enough to slide out and replace when it comes down to it. The suspension is great as always. This car also stops on a dime which is great. The trunk compartment is cavernous; it looks like you could fit 2-4 people back there. The back seat is comfortable to sit in; it has sufficient leg room unless there's a tall person sitting up front. The only tradeoff is floor mats. Generic floor mats do not fit at all, find good floor mats for this car and keep them forever. ","This is not the typical Fusion Sedan..This is the Titanium with the EcoBoost ! Decked out Sport Vehicle ! This is my second Titanium. I put 216,000 miles on my 2014, driving it all cross country, Minneapolis - Dallas... Washington DC - Oklahoma City ! Great Tollway performance. So Sad Ford is phasing out this model.","Is a GDI engine, they are notorious buildup carbon deposits in the intake valves, like any other GDI (Gas Direct Injection) engines including high end brands and models, If you use generic gas, dont change your oil in time or dont use quality engine oil you going to be helping to expedite the carbon formation process, this going to cause misfires, check engine light, bad MPG, loss of power and error codes. Is not Ford is the nature how GDI engines works, im saying all this for let you know this engines need basic maintenance in time, dont blame later on the car or manufacture. My car runs very well, come with a lot of mid/high end features, The reason why i dont give to it 5 starts is the MPG is not that good being a 1.5 Liters it gives me 23MPG in city witch is the same as a V6 engine. Also the tail is not very stable in raining days, it slides easy. Overall I like more than other mid size sedans in the market. My car is 2020 I will need more time for give a review over time and reliability. So far I like it, works fine. ","Before this car I had a 2012 fusion, and all anyone wanted to do is set stuff on the deck lid and place their biscuits on the hood while waiting for me. Thankyou Ford for making that slightly less achievable. I like the new fuel door, definitely a better design than the 2012 model that had a capless system, but the fuel door would never seal at all. The headlights look easier to replace or work on. The engine compartment looks like it has a fair amount of space to work in if you plan on keeping it long enough. It looks like the computer is in the engine bay which seems a bit cringe, but it looks far enough away from the engine that it couldn't hurt. The battery is partially under the rain gutter, but it looks easy enough to slide out and replace when it comes down to it. The suspension is great as always. This car also stops on a dime which is great. The trunk compartment is cavernous; it looks like you could fit 2-4 people back there. The back seat is comfortable to sit in; it has sufficient leg room unless there's a tall person sitting up front. The only tradeoff is floor mats. Generic floor mats do not fit at all, find good floor mats for this car and keep them forever.  This is not the typical Fusion Sedan..This is the Titanium with the EcoBoost ! Decked out Sport Vehicle ! This is my second Titanium. I put 216,000 miles on my 2014, driving it all cross country, Minneapolis - Dallas... Washington DC - Oklahoma City ! Great Tollway performance. So Sad Ford is phasing out this model. Is a GDI engine, they are notorious buildup carbon deposits in the intake valves, like any other GDI (Gas Direct Injection) engines including high end brands and models, If you use generic gas, dont change your oil in time or dont use quality engine oil you going to be helping to expedite the carbon formation process, this going to cause misfires, check engine light, bad MPG, loss of power and error codes. Is not Ford is the nature how GDI engines works, im saying all this for let you know this engines need basic maintenance in time, dont blame later on the car or manufacture. My car runs very well, come with a lot of mid/high end features, The reason why i dont give to it 5 starts is the MPG is not that good being a 1.5 Liters it gives me 23MPG in city witch is the same as a V6 engine. Also the tail is not very stable in raining days, it slides easy. Overall I like more than other mid size sedans in the market. My car is 2020 I will need more time for give a review over time and reliability. So far I like it, works fine. ","{'neg': 0.06, 'neu': 0.792, 'pos': 0.148, 'compound': 0.9941}",0.9941,5
113,ford Ranger,4.5,"I really really wanted to buy a Tacoma but my test drive was unimpressive. I found the Ford ranger to be much more responsive and smooth. The inside was also more comfortable although I did buy the lariat trim. The only negative is that so far the city mileage is about 18mpg. My first highway trip was 28 mpg, however so that was cool. IÂfve been so impressed with the ranger, way beyond my expectations.","Ranger XL with extended cab (not crew cab) and 6 ft. bed. Beautiful metallic gray. Used it to move furniture day after getting it. Fits lots! Plenty of space for tools behind front seats. Great acceleration, smooth on hwy. Looks, drives, and carries better than Tacomas, for way less money. Good deal from Encinitas Ford. Very happy.","I got the truck to replace my 2019 ford connect do i was pretty familiar with the interior and controls. I got an STX/FX4 package and it looks mean and handles really well. I took the truck to the coast (Eureka CA) right out the gates and let me tell you coming from a connect van with a 4 cyl and no power this thing was a big difference up the hills. When i purchased it i actually did not realize it had a turbo i was just thinking of gas mileage efficiency. It had no problem getting up the steep hills with a moderate load like 500 pounds of tools and 2 passangers and it handled the curves like it was on tracks. So far in 6 days i have put 1500 miles on it and have been babying the engine. Im getting 21 mpg average which is not too bad with a 4x4 truck. Overall i like the driveability but do wish they offered the navigation as an option on the lower trim but it looks like a cool 2500 bucks can get you a sync 3 with a replacement dash panel so may go that route. Besides that it still has a back up cam and pre collision alert and you can lock/unlock/ remote start with the ford pass app still so thats pretty great. Update December 2021 still love the truck I've had it since July and put 25k miles on it and no issues so far. The 4x4 system has held up on a couple weeks of rough 12 hour days on cell tower mountain roads, dusty and rough terrain with a bunch of washboard cut areas. It handled pretty good even got some air time trying to keep up with a decked out f350. I do want to add a 20 inch Led bar in the huge hole that is in the front bumper or at least a mesh. The interior has held up so far it is not a high trim level so vinyl floors clean up easy. Still getting 21 mpg average with a steel camper shell added 200 lbs and 500 lbs of tools. It does fairly good up hills/steep grade roads and easily switches to manual gear selection for easy downhill control. Oil changes are pretty easy DIY, a few oil change places have turned down working on the truck because they don't want to deal with removing the bash plate but it is just 4 bolts (way less than many plastic undercarriage covers for cars) also the tiny engine takes 6.25 quarts of oil so it gets pricy. ","I really really wanted to buy a Tacoma but my test drive was unimpressive. I found the Ford ranger to be much more responsive and smooth. The inside was also more comfortable although I did buy the lariat trim. The only negative is that so far the city mileage is about 18mpg. My first highway trip was 28 mpg, however so that was cool. IÂfve been so impressed with the ranger, way beyond my expectations. Ranger XL with extended cab (not crew cab) and 6 ft. bed. Beautiful metallic gray. Used it to move furniture day after getting it. Fits lots! Plenty of space for tools behind front seats. Great acceleration, smooth on hwy. Looks, drives, and carries better than Tacomas, for way less money. Good deal from Encinitas Ford. Very happy. I got the truck to replace my 2019 ford connect do i was pretty familiar with the interior and controls. I got an STX/FX4 package and it looks mean and handles really well. I took the truck to the coast (Eureka CA) right out the gates and let me tell you coming from a connect van with a 4 cyl and no power this thing was a big difference up the hills. When i purchased it i actually did not realize it had a turbo i was just thinking of gas mileage efficiency. It had no problem getting up the steep hills with a moderate load like 500 pounds of tools and 2 passangers and it handled the curves like it was on tracks. So far in 6 days i have put 1500 miles on it and have been babying the engine. Im getting 21 mpg average which is not too bad with a 4x4 truck. Overall i like the driveability but do wish they offered the navigation as an option on the lower trim but it looks like a cool 2500 bucks can get you a sync 3 with a replacement dash panel so may go that route. Besides that it still has a back up cam and pre collision alert and you can lock/unlock/ remote start with the ford pass app still so thats pretty great. Update December 2021 still love the truck I've had it since July and put 25k miles on it and no issues so far. The 4x4 system has held up on a couple weeks of rough 12 hour days on cell tower mountain roads, dusty and rough terrain with a bunch of washboard cut areas. It handled pretty good even got some air time trying to keep up with a decked out f350. I do want to add a 20 inch Led bar in the huge hole that is in the front bumper or at least a mesh. The interior has held up so far it is not a high trim level so vinyl floors clean up easy. Still getting 21 mpg average with a steel camper shell added 200 lbs and 500 lbs of tools. It does fairly good up hills/steep grade roads and easily switches to manual gear selection for easy downhill control. Oil changes are pretty easy DIY, a few oil change places have turned down working on the truck because they don't want to deal with removing the bash plate but it is just 4 bolts (way less than many plastic undercarriage covers for cars) also the tiny engine takes 6.25 quarts of oil so it gets pricy. ","{'neg': 0.035, 'neu': 0.767, 'pos': 0.199, 'compound': 0.999}",0.999,5
114,ford Streetka,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
115,ford Escort,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
116,ford Transit Tourneo,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
117,toyota GT86,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
