title,review,rating
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"I absolutely love my Dodge magnum.Its roomy, versitile, fast, and it looks great.I am in the process of renovating my new house, and I have hauled everything from tools to new hardwood floor to 10' beams (And yes, I was still able to close the hatch).Even with a heavy load the rear struts never bottomed out. The car is very durable and will keep you safe in case of a collision.I was recently struck by a hit and run driver that caused me to lose control and lightly knock the front end up against the barrier.The car was still running silently, and the damage was repairable.The only 2 downsides is the weight of the car which robs a bit from the performance and the average mpg.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"In 2006, I bought my 2005 dodge magnum the first time I saw the magnum I knew that was going to be my next vehicle I would own. Well since having my magnum I have put 8 tires on it, 3 tire rod ends,and an all whell alignment cause you can't just have a front or back you have to have them all done at once, brakes for the works all around twice, and the rocker panels are held up with plastic clips that cost $5.00 per clip. The front dash rattles without the heat on. There is so much rattles in the front end. And recently I was driving down the road and it was like it went into neutral all by itself and my headlights go dim just randomly. Great car if you have lots of money for the repairs.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"It was love at 1st sight.If a station wagon & the bat mobile had a child it would be the Dodge Magnum.Here I am 6 years & 100k miles later and all I love is marred because the car is made w/rubber and plastic screws. I never neglected maintenance and upkeep.Now the dash vents have come ""unattached"" to the dash, the toggle for the navigation controls has untoggled and to fix it I have to replace the entire radio system.The front carpet detaches, the rear vent blows sometimes, the undercarriage screws, being plastic have worn out and the under carriage ""plate,"" also made of plastic has split at the screw holes and has to be replaced. Not a good long term vehicle.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"I'm approaching 140K and I've replaced the brakes and tires only once (due for both now). This car has a very smooth and quiet ride. I can only imagine that I will soon need to replace my battery, alternator, serpentine belt or something but knock on wood its been solid as a rock. I've traveled 2600 miles pulling a trailer with two ATV's and multiple other long distance vacations and have had great luck. I will drive this one until it dies. If you change your oil and fluids regularly you should have no problems. My engine does not burn any oil and does not have any leaks to this point.",3.0
2005 Dodge Magnum Wagon RT AWD 4dr Wagon (5.7L 8cyl 5A),Purchased car it had under 8K miles. I love the hemi engine and almost everything about the car. I do not like Continental tires. I also did not like the difficulty of locating part for awd. Other than that I love my car. I will buy another,3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Grandma, me, had to have the Hemi. I was a little apprehensive at first. I have not had one problem with the 5 year old car. Lots of Power, looks sharp, handles well, doesn't overheat like my Camaro did. A/C is cold, power windows work well and don't leak. Very comfortable family car. I have driven it to Idaho twice now. 11 hour trip each way. No problems. I would definitely buy again.",2.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"When we purchased the car used, all was well, the car road nice and was quiet, fun to drive. It got 22-28 MPG, depending on conditions, all was well. Now 5 years later, the car misfires, shutters, and the known cause is mystery. It has many rattles and noises in the front end. The seats are not comfortable. We also went through early alignment issues, etc. It also has fairly bad brake fade and shutter, once the discs heat up.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Purchased Nov. 2004 -- the only car I have ever bought new off the lot. The car would be perfect if not for the slush-box tranny. Factory Contis were junk -- 13K miles. Replaced with Goodyear Assurance which are nearing their end at 40K mi. Have Michelin replacements. Issues: front-end clunk at steering extreme limits (I avoid cranking to the limits), alignment twice, popping noise in dash, unreliable rear window regulator, noisy power steering pump (even after replacement). I gather front-end issues are common. Overall, I have been pleased, but really wish there had been a manual tranny option.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"Working on my 3rd set of rotors at 49,900 miles. Continental tires lasted 20,000 miles. Always feels likes it's out of alignment. Second set of tires showing wear. Needed a left upper tie rod end and lower control arm for inspection this year. Both key fobs broken. Musty smell when you turn air on or heat in the winter. Will never by a Dodge again. Never again.",2.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Good power and looks with adequate cargo room. Better than expected fuel mileage - 27 highway and 19 highway city. Several annoying electrical problems - rear windows failed intermittently, wipers had glitches, and constant dash rattles that started at 20k miles. Handling is so so for a big and heavy car - no corner carver. Bland but functional interior.",2.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"I know that Dodge/Chrysler are going through bad times, but I've been Dodge since my childhood w/my father's Dodge-ram conversion van. Owned two dodges since. Now to my Dodge magnum; loved it from the first time I saw it during a super bowl commercial. (get it!) remember. I own an sxt awd 3.5 liter Dodge magnum and am in nothing but awe and praise for my car. Even after two years. What upsets me is that Dodge has decided to do away w/the mag and replaced it w/the nitro or journey which look good, but don't stand out like my mag. Please Dodge, bring back my mag. It has an all-American muscle style that with a bit more time will grow. Thanks for reading, next step for me an srt8 magnum. (get it!)",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I normally keep new cars for about 3 years, and I'm pushing 3.5 on my Magnum RT. However, nothing new I test drive measures up to this car. First, the Mercedes E-class chassis means the car has an excellent combination of performance and comfort (not a typical muscle car). The engine is as strong now as the day I bought it, with surprising torque that makes it feel faster than smaller V8s (Audi S4, Mustang etc.). Has had no problems other than poor stock tires and rotors, and feels solidly built. I'd highly recommend it as a used car since values have dropped - they will likely depreciate little if you buy one now. If you test drive one, you will buy it.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"I had wanted one for years and finally bought it after selling my Durango. great looks and a great ride to boot. Tons of room for a family of 4 which saved me from the soul sucking mini- van option. I had tested a 2.7L v6, but it was not powerful enough for that big of a car. The 3.5L has plenty of power. The RWD was a concern in the snow, but the first big snow this year disproved that concern. the car did great with common sense driving. Too bad Dodge decided to drop the Magnum. At least they should have replaced it with the 300C wagon thats available in Europe.",3.0
2005 Dodge Magnum Wagon RT AWD 4dr Wagon (5.7L 8cyl 5A),"So far I had no real problems with my RT since ownership. luv the ride an the look of the car, sometimes the sunroof don't close flush but I jus made my own ajustment. luv my 6 disc changer/mp3/sat/nav, the only problem I had since ownership is my radio lights goes in an out. The whole screen goes black an can't use my navigation and other radio functions.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Overall its been a good car for me. Does not do well in the snow, I park the car in the winter and drive an suv. I love the sporty and strong look of the car. Although it may not look like it from the outside the back seat is very comfortable and has plenty of room.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"The Magnum is an relatively amazing. It does haul, stuff inside, trailers, and ... It gets great gas mileage, 18 city/24 hwy MPG, for such a big vehicle with so much horsepower. You can take it to the drag strip and run the 1/4 mile anywhere from just under 14 to 14.3 at around 97 MPH stock or run it on a road course. 4 people can easily ride comfortably, 5 if needed. People frequently compliment the car when I am out.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"I replaced my 1999 Dodge Intrepid with a 2005 AWD SXT and also a 2005 SXT Inferno Red Magnum. Both cars have performed well and are fun to drive. The AWD has 36,000 miles now and averages 22-24 mpg while the RWD SXT averages 28-30 on trips at 60 mph, freeway mileage drops to 27+ at 70+. Excellent Car with the advantage of looking space age and ready for flight. When purchased I added the 8 - 80 protection and haven't needed anything but normal maintenance and fun to drive.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),Great Car. Bought new in '05 and have had no problems. Outstanding performance with 340 HP and 390 tourque. Car still gets attention and favorable comments. Most surprising is gas mileage with MDS. Average MPG for life of vehicle is 20+.,3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"My All Wheel Drive V6 Magnum SXT is coming up on 59,000 miles and has averaged over 21 mpg. It accelerates like a small V8 (with no wheel spin) and goes through rain, snow and anything else on my 45 mile one way commute. Tracking is excellent--and improved with my only major expense, a new set of Goodyear Comfortred tires at 34,000 miles replacing the original Continentals (which quickly cupped and wore and provided a rough ride). My only other expenses have been oil changes and turning the two front brake rotors at 49,000 miles to eliminate a minor shudder when braking. This is a great car pool vehicle, with plenty of seating and storage room for everyone.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"Love the look. That's it. Got car with 70 miles on it. Have had it in the shop many many times. Cylinder 2 misfire 5 time, trans leak, both rear window motors replaced, 3 radios replaced, 3 sets of leather seat covers, air bags disable themselves, heat seat works on and off, rattle in the dash, brakes at 24000, warped rotors, E brake need to be replaced vibration in the front end at 45 to 60 MPR and 3 sets of tires. If you can get by all of that its a great car.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I purchased the Magnum with 1500 miles on the odo. It is loaded. Tarted the boring dash up a bit and put a K7N air intake on it. I have thoroughly enjoyed the car. It drives great accelerates like mad and sounds like and old school muscle car. Only two issues sent it to the shop: rear hatch struts failed and the sat/nav joystick went dead. Minor issues that were replaced under warranty. My dealer, New Century Dodge in Paola, KS, is the best. Only two complaints: The stock tires (Continentals) were terrible. lated 10,00 miles. Class Action suit pending. Sice Crysler tanked, my resale value took a dive. I'm glad I don't want to sell it. Too bad they pulled the plug on this car. It's Classic.",2.0
2005 Dodge Magnum Wagon RT AWD 4dr Wagon (5.7L 8cyl 5A),"Aside from a few bumps along the way, I have always enjoyed this car. Some warranty repairs needed, but my out of pocket for repairs has been minimal (< $400 over 4 years). Great power and towing capacity (for a unibody). Tremendously sure footed in all driving conditions. Better in winter than a 4x4 pickup. Very comfortable on long trips and 23-24 mpg on the interstates. Was planning on a new 2009 or 2010 version but they discontinued the model so I'll be driving this one til the wheels come off. Only disconcerting issue was a change in alignment specs that made it necessary to purchase replacement components to permit alignment to the new specs (would have met old specs OK).",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Bought my Magnum RT with only 30K, black, fully loaded, heated leather seats, GPS, CD changer, sunroof... Love to drive, lots of power, but a bit sluggish when driving in the city. The front end seems to be weak. Had a clucking noise from the front and it ended up being the both strut arms, and the sway bar bushings. Was also told that the tie rod were a bit loose. For that kind of low mileage, I would expect more durability. Winter driving was great. Traction control is almost always on, but had no problems. Would I buy another one, maybe, but it would have to be a car with a Hemi. Once you drove one (Hemi), you will get bored in any other vehicles.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I bought my Magnum with a hundred miles, first year out. I would not recommend this car or any other Dodge product to even my worst enemy! I have had my car in the shop at least 20 times in the past 2 years. 4 times in one year for the transmission! I have called Chrysler Corp about this issue and they do not stand behind their work, they will do nothing for me. If you know what's good for you do not buy this car!",2.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"Tires wear every 15k miles. Car pulls to the right, dealer says every thing is OK after 3 alignments. After warranty expired, I have major issues with front end noises. Spent lots of money on tie rods, stabilizer links, tires, bushings, etc. I still have front end noises. My mechanic says get rid of it. Says car has multilink suspension. Too many parts that can break. People wonder why American car companies are going out of business. I'm buying a Toyota next.",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"I traded my 05 Bonneville for the 05 Magnum SXT RWD 3.5L. I am 19 and this is the perfect car- it's definitely a sporty college kid car, and I got mine with under 20k miles for under $10k. What a steal! Gas mileage is not bad. I get 21mpg driving around town but I do a lot of interstate driving and i maintain 25-27mpg. Not better than my Bonneville no, but it certainly gets just as good gas mileage as any other car on the road today. I only wish I had a Magnum R/T. I want the dual chrome exhaust with the Hemi!",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),Lots of room I have the special edition with Bose stereo Power everything moonroof . Would trade only for SRT version,3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"This is a great car. Look at them at the Auto Show when they first came out. Trunk space seemed small for two kids with double stroller. Decided kids could stay in wife's Suburban. Has 5.7 Hemi, 340 HP plenty to make this car move. Great car to customize, very unique and seems like a ""Magnum Club"" when driving. Next vehicle will be the same with the 6.1 Hemi. I am 6'4"" and have plenty of room in the drivers seat.",3.0
2005 Dodge Magnum Wagon RT AWD 4dr Wagon (5.7L 8cyl 5A),"Bought R/T AWD in May 08, Wicked fun to drive! R/T has good pickup in the 3k+ rpm range. Little sluggish off the line. The front suspension concerns me. Has a clunking noise when you run over an abrupt bump (possible tie-rod end ($100) or ball joints($700) I've been told). Front tires seem to be wearing on the outer edges a little prematurely. New Pirelli's=$$ Plan to change tie rod ends with grease fitted ends soon and then rotate tires and realign. Fuel econ is not the best. Around town I've gotten 19 mph. Hope this car stands test of time though? I sold a good Buick Regal GS for this.",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"Bought this car used with 97k on the odometer. Wife wasn't sure about it until she drove it and fell in love with it like me. I was really surprised with the ""snap"" it has for a 2.7, it handles beautifully, and it gets pretty good mileage too (28.5 on a 500 mile round trip at 70mph). Only problems so far are alignment (front inner and outer ball joints already, need to do rears) and my wife wishes it had better lumbar support. Other than that we both love the styling and roominess and wish they weren't discontinuing these cars. I am currently trying to talk my wife into another for me to drive!",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),I absolutely love this car. When I was looking for a car to trade-in for I wanted something with style that stood out from the rest. I would have to agree that the car is difficult to keep in alignment but for a heavy car the mileage is great. We have three daughters and always have enough room for car seats and all of their stuff. A must is the Electronic Stability Program - it really works great on icy roads.,3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"I bought the car used, 1 year old, with 19,000 miles. Now the car has 60,000 miles, the few problems are just little annoyances, the battery light comes on most of the time 10 seconds after I start the car and the driver's side door sometime does not open using the remote. The rest is great. Style, engine, comfort, space. I average 24 mpg in the summer, 21 mpg in the winter, on the highway, not bad for a 5000 Pound car. I am very happy with this car. The handling in the snow is good for a rwd.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I just traded my Durango for the Hemi powered Magnum. Frankly the family didn't need all the space in trade for MPG's. I had to have the utility of an SUV just not the size, but I personally wanted some style. The Magnum was the only option. Toss in the Hemi and it was a no-brainer. I love the agility and responsiveness of the Magnum, the wife loves the practicality, and the kids aren't embarrassed to be seen in it. I've only had it a few days, so the verdict is still out on the quality and reliability. Everything else is nothing less than perfection, given all other things being relatively equal. I hope to enjoy it for many years to come.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Over all I love the look and handling of this car. Plenty of room for the grandkids and all their toys, etc. On the highway gets decent gas mileage however, the intown mileage stinks. The price you pay for the HEMI. Main concern is the transmission leaks and the wheel alignments. We've had it to the dealership twice for both issues and were assured that the problem was fixed; 5 months later we have another transmission leak and it already feels like the front end is out of alignment. (We just purchased new tires before the last alignment)Tires are very expensive for this car and they are already showing significant wear without a lot of miles on them.",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"I plan on keeping my magnum to it just can't go anymore. I get excellent gas mileage (27 MPG on the highway). Thank God I didn't get the Hemi. :) I have over 86,000 miles on it with no major engine problems. I keep up on the maintenance. I love my car.",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"This car was great for the first 38,000 miles, then the trans had to be rebuilt. Then at 40,000 mile the trans locked up and was replaced with a brand new one. Two weeks later the new trans had to be rebuilt! The car kept clunking and jerking, they found the drive shaft was bad so they replaced it. Then a strange noise appeared, sounded like a bad crankshaft, but found it was in the trans, so its being rebuilt again. All this in 4,000 miles. Whats really sad is that Chrysler could care less! I would never buy one of there products again! They know these transmissions are no good but they just keep using them.",2.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Love the styling and LOVE the Hemi. We have a family joke, ""it's time for a Hemi moment"" on the rare instances when traffic has us waiting. Overall, the Magnum RT is a good car. Deceptively fast as it's a heavy car (just watch the traffic fade away in the rear view). Handling is ok. Several small build issues: odometer was 10% off, alignment&tires are difficult to keep true, rotors and gasket on rear hatch have been replaced. Do not drive hard and then pull into a car wash - I'm convinced that the brake rotors wrapped because of this (warranty did cover).",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Incredibly dumb that Chrysler discontinued this model. Without a doubt, the best looking wagon to come out of Detroit in decades. After three years, no problems to report on my 2005 R/T. Very fast, nice subtle exhaust note, great mileage - I averaged 27 on the highway at 65 mph. Really like how quiet the car is. Would recommend this as a used car or for those getting the last of the 2008s. Hope to pair this wagon up with a new Challenger in time after the initially rush for them slows down.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),Quick review. - Fast - Great styling - 25+ highway MPG with the Hemi - Comfortable - Lose the Continentals and get some 255's all around,3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"I really do. I usually switch cars every two years and have had this one for almost three now, and I plan on keeping it! Not only is it beautiful and unique, it is not bad on mileage for how large it is (I average 19- 20 mpg), it is great for a young mom like me, I can use the back trunk area space for changing diapers, and there is tons of room to get in to install the car seat, and store all the things I lug around. The only thing that has happened (knock on wood) is that the power steering hose blew after 4 months of ownership, but the warranty covered it no prob. It really is an awesome and reliable care, I work for Infiniti and prefer my Magnum over their newer vehicles.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"This is the second Dodge I have purchased. I like the style and looks of the Magnum. The one item that I do not like is the self sealing tires. The first few miles you drive, it feels as if the tires are cement slabs.",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"This is a family car with attitude. We love the aggressive styling inside and out. I love how the car just glides over the road, even with all the pot holes from this last winter. The only issue we have had so far is the washer sprayers on the hood broke. Those as well as most of the Magnums parts are ""dealer only"". We really didn't want to buy a mini van but that was what we where needing, so glad we found this instead.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I have driven mine for almost 3 years and can report NO PROBLEMS. Lose the Conti tires and put on performance 255 wides and this car comes alive. Now it goes, corners and stops! I would buy a 2008 if I could find one. The RTs must come off a different line than the SXT's because I hardly ever hear of problems. If Chrysler would put in a better dash without all the charcoal gray, it would be an extraordinary car.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"I purchased a 2005 SXT AWD, new in June of 2005 (cost $31,500). Here is a list of the issues I've had with it. First, after only 30,000 miles, the factory Continental tires would not pass inspection. Second, after numerous visits to the dealer, about intermittent problems with the rear power windows, the window regulator seized up. Just outside of the warranty. (what a coincidence, and I have the other side to look forward to repairing now) The engine has been running rough for the last 27,000 miles and, of course, the dealer has been unable to diagnose or fix. They just perform the basic ""shotgun"" technique of plugs, wires, etc... I have had the transmission ROM flashed twice and was charged!",2.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"After trading in my 1993 SHO for this I am jumping for joy. I have two 6ft 4 son's who fit in the back seat with room to spare. The trunk to the wagon has more then enough space, I call this my truck. Handling a load of one adult size wheelchair and four suit cases. The get up and go with my SXT 3.5 ltr high out put engine is enough for me, think of the ticket's I would have with the R/T. Handles well in all weather, only problem I have is it sit's very low to the road watch out for plastic bag they will get hung up on exhaust and start melting. Over all, I know I will have this wagon for atleast ten more years. And yes I can drive 55 but it does want to use it's power which is there",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I have throughly enjoyed this car. I added a K&N FIPK and Magnaflow mufflers and have been completely satisfied. I can't believe that Dodge quit making them. I'm trying to find a 2008. Wake up Dodge, no wonder you are having problems. MPG is not bad, I can get 26 MPG if I keep my foot out of it. It has a good carrying capacity and also looks good. They have no other vehicle that can compete on this level. If I can't get a 2008 I only know that my next vehicle will not be a Dodge. Get one if you can an enjoy both worlds.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),A family vehicle but want something with some go. Have had my R/T for three years now (35k miles). This is the first 4 door car I have ever owned (traded in a 04 GTO on this one). Very quiet and comfortable drive with a ton of room. She definately will move out although the Magnum is a heavy car and dont expect cornering like a Vette or pure sports car. Gas mileage really depends on your foot. I typically get about 21 mpg (75% highway 25% around town). Only issues with the car Ive had which many have already noted: 1) Small tranny leak at 15k miles (was O-ring replaced by dealer and no further issues) 2) The OEM tires (Conti's) didnt last long and really stunk in rain/bad weather.,3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I have 52,000 miles on my Magnum RT. It's an awsome car. Great exterior design, and the Hemi is a plus. I had a tranny leak 8 months ago. It was a seal...the dealership replaced it at no charge. The thermostat was replaced 3 months ago. Other than those 2 discrepancies, I really enjoy driving my Magnum. It is a little slipery to drive in the rain, I think that is typical of any RWD. I plan on keeping my Magnum for a long time...unless I can find another car that is as comfortable and looks just as cool.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I've owned this car just over 2 years & already Ive gone through 2 inner tie- rods, 2 rack & pinion, & 3 sets of front brake rotors (warping...although they say it's not a common problem). The CD player & sunroof (doesn't open) stopped working 3000 miles ago & now the transmission is slipping! Some of this was covered under warranty but much of it has occurred just after the warranty ended. While the trans is still covered, the CD player/navigation system isn't ($2300). This is a fun car to drive when it's working! I never bought a Dodge before and will never again. Be forewarned!",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I bought my R/T Magnum new after driving the 300 and Charger I liked the magnum the best as far as handling. There is nothing I do not like about this car other than they are not making it after 2008. Shame on you Dodge, you never really advertised this car much as it was that was your fault, all things considered it sold well to begin with. Personally I think you should have redesigned it to offer a third seat, watch how it would sell then Dodge Brothers. I would buy another and I just may try an 08.",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"After 3 rebuilds and a new transmission replacement; I brought it back to the dealership last week to confirm that my NEW transmission still shakes. They not only confirmed it, but told me Chrysler has to engineer a fix for my transmission. The service manager told me he will call me in thirty days for an update. WHAT THE! SO, I'M SUPPOSED TO KEEP DRIVING THIS THING! After a year of ownership and 16,000 miles; I've had a series of MAJOR mechanical problems with the engine, suspension, and now the transmission. You think this car is a LEMON?!! Chrysler doesnÂt even know what is wrong with my transmission! My average fuel economy is around 10 mpg! That's right 10! This sucks!",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"Love my Hemi. Although I have had a couple of issues...tie rods, navigation, and windows/sunroof electrical problems. But no car is perfect, especially when it's a new model. I am sure the list of complaints will be taken care of. Considering the size of the car I cannot complain about the gas mileage- I think it does well for her size and power. We took it to Florida and we were very comfy and it did great on gas. The ultimate ""Mom"" car that Dad loves to drive to take advantage of the get up and go. Mom is guilty of that too. It's a very roomy, family car that is really sharp looking. I swore I would never own a wagon. Congrats to Dodge for creating the cool and fun family vehicle.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"First of all I love my car. It seems like I was chosen by Dodge to be the guinea pig for the problems that don't happen to anyone else. Tires lasted just over 22k. Was told I overinflated them, but must've been dealership because I am never one to do it yourself. Tranny went out at 30k (it's a Mercedes tranny too!) & it took forever to fix! Then the temp gauge went out (can't remember why, but they had never seen the problem in all of the magnums they had seen in the shop), window went out, key fob died, still have a popping noise when I make sharp left turns, but never can be heard when in the shop.",3.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"Hi, I really love driving my Magnum! The 3.5 gets the mileage I was looking for, and the fun as well. The air blows cold and the fun runs hot! I'm really enjoying my ride. Have fun out there! See you on the road.",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),I like the overall car it is great it drives more like a sports car than a family car. The inside is great all the gauges or well placed the controls and easy to reach. The room inside is just great i like to be able to shift the gears myself. all the safety features or great. I guess you could say i like ever thing about the car.,4.0
2005 Dodge Magnum Wagon SE Rwd 4dr Wagon (2.7L 6cyl 4A),"First I will list the problems: 1. First set of Goodyear Integrity tires did not last long. The first winter I tried to find Snow tires but they did not exsist in that size. There is a little more selection now. 2. Needed the first set of new tie rods at 34,000 miles. 3. Front braked fell apart at 40K miles 4. At 50,600 miles it needed tie rods again and sway bar links. This time I used NAPA parts with a lifetime warranty. 5. One power window does not work. 6. Check engine light comes and goes but the dealer does not know whats wrong. With that all said I like the car, I fit in it(6'7""). Like the style, its lots of attention. But it makes it tough to reccommend with all the problems",3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),In 2 years had minor problems. Small tranny leak and a small rattle under the right front splash guard. That's it! I have gotten up to 27 mpg @ 70mph for a 120 miles. City is right around 16.,3.0
2005 Dodge Magnum Wagon RT Rwd 4dr Wagon (5.7L 8cyl 5A),"I love the Magnums. Love the Hemi. The power is amazing. It's smooth like an old Caddy. I have 2 kids and am very glad I went with this over a Charger, a lot roomier.",3.0
2005 Dodge Magnum Wagon SXT AWD 4dr Wagon (3.5L 6cyl 5A),"My 2005 Magnum has numerous serious problems including several electical problems, and now although I have only had it 2 years the A/C no longer works. All parts have to be purchased from Dodge making all repairs very costly. Car sits very low to the ground and suffers from body damage due to this. Woulnd't buy another one although I love the look. Gas mileage is average.",2.0
2008 Dodge Magnum Wagon SXT 4dr Wagon (3.5L 6cyl 4A),"I special ordered my 2008 Magnum SXT for delivery in the USA while serving in, Afghanistan.It currently has 50K miles on it, most of the miles from long-distance driving.It averages about 27 mpg at 65-70 mph.Out west, at altitudes above 5,000 ft, where the speed limit is 80, the mileage jumps to 33 mpg.Most of the miles on the car have been cross country.I was stopped by a police officer only once.The officer only wanted was to know the name of the color on the car.She loved the color.This is the most comfortable riding and reliable vehicle I have owned n 50 years.The only problem I have had in 5 years was a burned-out license plate light bulb.",3.0
Toyota test,The car was way speedy and saved our time,3.0
